ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,ech,RLFI,Electric range (km),mk_norm,cn_norm,price,frontal_area_m2
132191089,DE,IP-2022_0424-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*21,H1GLE,B34ZT1,CZAAA5DB,MERCEDES-BENZ,GLE 400 E 4MATIC COUPE,M1G,M1G,1,2670.0,2839.0,,22.0,,,,petrol/electric,P,1999.0,185.0,267.0,,,,,,F,2023,2023-11-07,1.0,EURO 6(AP),,99.0,mercedes benz,gle 400 e 4matic coupe,42946.0,2.5
132191120,DE,IP-MSS62_Z_A1_0674-WUA-1,VOLKSWAGEN,AUDI SPORT,AUDI SPORT GMBH,,E1*2001/116*0399*35,42,RDMWAQ1,QD7AD7BZ003RT41E204BIAEM1B0,AUDI,R8 SPYDER,M1,M1,1,1770.0,1858.0,,316.0,,,,petrol,M,5204.0,456.0,,,,,,,F,2023,2023-04-04,13.9,,RL-DL800_7A_18_001-WUA-1,,audi,r8 spyder,152271.0,2.8
132191140,DE,IP-MQB37SZ_A0_0557-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2007/46*1552*34,GA,XDNFCQ1,QD7AD7GC006RT31C184BIAEM1HA00B0,AUDI,SQ2,M1,M1,1,1610.0,1730.0,,190.0,,,,petrol,M,1984.0,221.0,,e13 29,,1.13,,,F,2023,2023-06-02,8.4,,RL-DQ381_7A_17_009-WVW-1,,audi,sq2,25439.0,2.3
132191152,DE,IP-2023_6415-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*21,F2B,OH4KT1,JZAA050A,MERCEDES-BENZ,GLA 220 4MATIC,M1,M1,1,1690.0,1843.0,,171.0,,,,petrol,H,1991.0,140.0,,,,,,,F,2023,2023-12-22,7.5,EURO 6(AP),,,mercedes benz,gla 220 4matic,29865.0,2.6
132191162,DE,IP-0000721-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1797*15,G3X,85DP,IAV500NA,BMW,X3 M40I,M1G,M1G,1,1985.0,2092.0,,201.0,,,,petrol,H,2998.0,265.0,,e24 32 37,,2.03,,,F,2023,2023-10-24,8.8,,RL-0100566-WBA-1,,bmw,x3 m40i,54628.0,2.6
132191181,DE,IP-2020_2609-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1560*33,R1ES,U223T1,CZAA15XC,MERCEDES-BENZ,E 400 D 4MATIC ALLTERRAIN,M1,M1,1,2060.0,2224.0,,193.0,,,,diesel,M,2925.0,243.0,,e1 29,,1.1,,,F,2023,2023-06-14,7.4,EURO 6(AP),,,mercedes benz,e 400 d 4matic allterrain,42526.0,2.8
132191186,DE,IP-2022_6804-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*22,H1GLE,B38PT1,CZAAA5AA,MERCEDES-BENZ,AMG GLE 63 S 4MATIC+COUPE,M1G,M1G,1,2505.0,2605.0,,284.0,,,,petrol,H,3982.0,450.0,,,,,,,F,2023,2023-11-30,12.5,EURO 6(AP),,,mercedes benz,amg gle 63 s 4matic+coupe,18990.0,2.8
132191198,DE,IP-0206-JT1-1,SUBARU-SUZUKI-TOYOTA,TOYOTA MOTOR CORPORATION,TOYOTA MOTOR CORPORATION,,E6*2018/858*00260*00,XW6(M),MXWH61(H),MXWH61L-AHXHBW(1A),TOYOTA,TOYOTA PRIUS PHEV,M1,M1,1,1630.0,1753.0,,16.0,,,,petrol/electric,P,1987.0,111.0,126.0,,,,,,F,2023,2023-11-23,0.7,,RL-0078-JT1-1,72.0,toyota,toyota prius phev,13299.0,2.3
132191214,DE,IP-0000912-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1750*15,G5K,31BM,IAA50000,BMW,530I,M1,M1,1,1805.0,1994.0,,166.0,,,,petrol,H,1998.0,180.0,,,,,,,F,2023,2023-12-07,7.4,,RL-0100741-WBA-1,,bmw,530i,31997.0,2.1
132191220,DE,IP-04_06_2020_2101-W1V-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*0457*34,639/2,KOE45350NXX,2EDE0XX7XXXX,MERCEDES-BENZ,EVITO TOURER,M1,M1,1,2530.0,2836.0,,0.0,,,,electric,E,,150.0,280.0,,,,,,F,2023,2023-02-01,,AX,,356.0,mercedes benz,evito tourer,22624.0,3.0
132191235,DE,IP-2020_2617-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*17,H1GLE,B723T1,CZAAE7DD,MERCEDES-BENZ,GLS 400 D 4MATIC,M1G,M1G,1,2505.0,2783.0,,232.0,,,,diesel,M,2925.0,243.0,,e1 29,,1.1,,,F,2023,2023-03-22,8.9,EURO 6(AP),,,mercedes benz,gls 400 d 4matic,58508.0,2.7
132191244,DE,IP-2020_2411-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1912*19,F2CLA,321CT2,HZAA150A,MERCEDES-BENZ,CLA 200 D,M1,M1,1,1605.0,1727.0,,134.0,,,,diesel,M,1950.0,110.0,,e1 29,,1.0,,,F,2023,2023-09-13,5.1,EURO 6(AP),,,mercedes benz,cla 200 d,21893.0,2.4
132191247,DE,IP-AP992002GTSAT00-WP0-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*0992*14,992,CC12,3410000,PORSCHE,911 CARRERA GTS,M1,M1,1,1620.0,1746.0,,247.0,,,,petrol,M,2981.0,353.0,,e1 33,,0.9,,,F,2023,2023-03-10,10.9,,RL-992002AT80ZZZ03-WP0-1,,porsche,911 carrera gts,108136.0,3.1
132191283,DE,IP-0000983-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00109*03,BMWI-N,31CF,0AA50000,BMW,IX M60,M1,M1,1,2670.0,2819.0,,0.0,,,,electric,E,,397.0,227.0,,,,,,F,2023,2023-08-11,,,,547.0,bmw,ix m60,52953.0,2.6
132191289,DE,IP-0000856-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2064*07,F2GC,11AL,IAW500L0,BMW,M2 35I XDRIVE,M1,M1,1,1645.0,1771.0,,167.0,,,,petrol,M,1998.0,225.0,,e24 29 37,,2.17,,,F,2023,2023-05-02,7.4,,RL-0100784-WBA-1,,bmw,m2 35i xdrive,48836.0,3.0
132191310,DE,IP-MEB31AZ_A0_1909-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2018/858*00006*06,FZ,SBL1EH1,HE1HE1G1Z01RT021A190GAAEM0,AUDI,Q4 SPORTBACK 35 E-TRON,M1,M1,1,1970.0,2061.0,,0.0,,,,electric,E,,125.0,162.0,,,,,,F,2023,2023-02-27,,,RL-EQ310_1P_21_003-WVW-1,360.0,audi,q4 sportback 35 e tron,97673.0,2.6
132191420,DE,IP-0200-JT1-1,SUBARU-SUZUKI-TOYOTA,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,,E6*2007/46*0485*05,ZE1HE(S)(EU.M),ZWE219(W),ZWE219L-SWXNBW(1H),SUZUKI,SUZUKI SWACE,M1,M1,1,1475.0,1558.0,,102.0,,,,petrol,H,1798.0,72.0,,e6 37,,0.6,,,F,2023,2023-11-02,4.5,N.A.,N.A.,,suzuki,suzuki swace,25176.0,3.2
132191441,DE,IP-FAA1NCPDW5A_002-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0574*24,RFA,RF2,NCBUC9527000,RENAULT,GRAND SCENIC,M1,M1,1,1629.0,1759.0,,154.0,,,,petrol,M,1332.0,116.0,,e2 29 37,,1.89,,,F,2023,2023-12-12,6.8,6AP,RL-FAADW5A_300_001-VF1-1,,renault,grand scenic,11543.0,3.1
132191452,DE,IP-0000864-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1952*09,G7X,21EM,IAV709LB,BMW,X7 XDRIVE40I,M1G,M1G,1,2490.0,2636.0,,236.0,,,,petrol,H,2998.0,280.0,,e5 37,,0.79,,,F,2023,2023-02-16,10.4,,RL-0100779-WBA-1,,bmw,x7 xdrive40i,93820.0,2.5
132191566,DE,IP-0000907-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00122*06,G4C,51AX,IAA500K0,BMW,430D XDRIVE,M1,M1,1,1920.0,2067.0,,150.0,,,,diesel,H,2993.0,210.0,,e5 32 37,,1.62,,,F,2023,2023-07-20,5.7,,RL-0100719-WBA-1,,bmw,430d xdrive,31286.0,2.9
132191578,DE,IP-0001029-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2020*08,G6X,41EX,IAE500MA,BMW,X6 M60I XDRIVE,M1G,M1G,1,2390.0,2580.0,,263.0,,,,petrol,H,4395.0,390.0,,e5 32 37,,2.78,,,F,2023,2023-06-22,11.6,,RL-0100893-WBA-1,,bmw,x6 m60i xdrive,47587.0,2.8
132191620,DE,IP-MLB49_Z_A0_0727-WUA-1,VOLKSWAGEN,AUDI SPORT,AUDI SPORT GMBH,,E1*2001/116*0447*27,B8,S2DECAQ1,QA8QA8D5021RS031E20S54BIAEM2B0,AUDI,RS5 SPORTBACK,M1,M1,1,1810.0,1930.0,,219.0,,,,petrol,M,2894.0,331.0,,,,,,,F,2023,2023-10-25,9.7,,RL-AL552_8Q_18_038-WAU-1,,audi,rs5 sportback,65483.0,3.0
132191691,DE,IP-AP982002GTSMT00-WP0-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*1607*16,982,KD11,42,PORSCHE,718 BOXSTER GTS,M1,M1,1,1480.0,1619.0,,247.0,,,,petrol,M,3995.0,294.0,,e1 29,,0.8,,,F,2023,2023-11-01,10.9,,RL-982002MT60ZZZ04-WP0-1,,porsche,718 boxster gts,64802.0,2.3
132191696,DE,IP-0000721-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1881*11,G4X,41DT,IAV500NA,BMW,X4 M 40 I,M1G,M1G,1,1995.0,2148.0,,208.0,,,,petrol,H,2998.0,265.0,,e24 32 37,,2.01,,,F,2023,2023-01-31,9.1,,RL-0100566-WBA-1,,bmw,x4 m 40 i,47786.0,2.8
132191723,DE,IP-0000687-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1881*11,G4X,61CA,IAV500B0,BMW,X4 XDRIVE 30D,M1G,M1G,1,2010.0,2138.0,,174.0,,,,diesel,H,2993.0,210.0,,e5 32,,1.22,,,F,2023,2023-05-09,6.7,,,,bmw,x4 xdrive 30d,38146.0,2.9
132191733,DE,IP-0000501-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1918*14,G5X,TA61,IAA5090A,BMW,X5 XDRIVE 45E,M1G,M1G,1,2510.0,2726.0,,31.0,,,,petrol/electric,P,2998.0,210.0,256.0,,,,,,F,2023,2023-03-29,1.4,,RL-0100243-WBA-1,83.0,bmw,x5 xdrive 45e,40997.0,2.1
132191750,DE,IP-2021_3409-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*17,H1GLE,B21JT1,CZAAB56A,MERCEDES-BENZ,GLE 350 DE 4MATIC,M1,M1,1,2655.0,2779.0,,19.0,,,,diesel/electric,P,1950.0,143.0,248.0,,,,,,F,2023,2023-02-20,0.7,EURO 6(AP),,95.0,mercedes benz,gle 350 de 4matic,32626.0,2.2
132191775,DE,IP-MQB37WZ_A0_0804-VSS-1,VOLKSWAGEN,SEAT,SEAT SA,,E9*2007/46*3167*25,KL,SBDLAAX0,FM6SFM6AJ0214BIVL1BAD15A8H,SEAT,SEAT LEON,M1,M1,1,1313.0,1401.0,,128.0,,,,petrol,M,999.0,81.0,,e9 29 37,,1.91,,,F,2023,2023-07-26,5.6,,RL-MQ200_6F_19_001-WVW-1,,seat,seat leon,15541.0,2.0
132191816,DE,IP-02_05_2021_2304-W1V-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*0457*34,639/2,MHU63310NXX,2GJVDX27BEXX,MERCEDES-BENZ,MARCO POLO,M1,M1,1,2395.0,2630.0,,221.0,,,,diesel,M,1950.0,140.0,,e1 29,,1.0,,,F,2023,2023-08-01,8.4,6 AP,,,mercedes benz,marco polo,52990.0,2.5
132191856,DE,IP-2019_6805-WDB-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*20,H1GLE,B78PT1,CZAAA7YA,MERCEDES-BENZ,AMG GLS 63 4MATIC+,M1G,M1G,1,2630.0,2789.0,,290.0,,,,petrol,H,3982.0,450.0,,,,,,,F,2023,2023-07-20,12.8,EURO 6(AP),,,mercedes benz,amg gls 63 4matic+,18990.0,2.8
132191886,DE,IP-CWYM2-KPT-1,KG MOBILITY GREAT WALL MOTOR,KG MOBILITY,KG MOBILITY CORPORATION,,E8*2007/46*0360*08,CW,AY2L,EYB32,SSANGYONG,SSANGYONG KORANDO,M1,M1,1,1517.0,1686.0,,175.0,,,,petrol,M,1497.0,120.0,,,,,,,F,2023,2023-01-27,7.6,,RL-CWYM2-KPT-1,,ssangyong,ssangyong korando,13578.0,3.1
132191911,DE,IP-2022_1802-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1830*10,463A,C77FT1,CZAA051A,MERCEDES-BENZ,G 500,M1G,M1G,1,2481.0,2708.0,,339.0,,,,petrol,M,3982.0,310.0,,,,,,,F,2023,2023-02-22,14.9,EURO 6(AP),,,mercedes benz,g 500,76211.0,2.6
132191993,DE,IP-02_01_2021_2205-W1V-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*0457*34,639/2,MXU4L305NXX,2GJRDX35BEXX,MERCEDES-BENZ,VITO,M1,M1,1,1992.0,2300.0,,185.0,,,,diesel,M,1950.0,120.0,,e1 29,,1.0,,,F,2023,2023-01-30,7.1,6 AP,,,mercedes benz,vito,22624.0,3.1
132192047,DE,IP-MQB___Z_A0_0711-TRU-1,VOLKSWAGEN,AUDI HUNGARIA,AUDI HUNGARIA ZRT,,E1*2001/116*0369*48,8J,CDNPAF1,FD7FD7GC006RT11E20S44BIAEM1B0,AUDI,TT COUPE,M1,M1,1,1370.0,1474.0,,165.0,,,,petrol,M,1984.0,180.0,,,,,,,F,2023,2023-07-17,7.3,,RL-DQ381_7F_18_002-TRU-1,,audi,tt coupe,27626.0,2.2
132192049,DE,IP-AP982002GTSAT00-WP0-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*1607*15,982,CD12,42,PORSCHE,718 CAYMAN GTS,M1,M1,1,1510.0,1669.0,,230.0,,,,petrol,M,3995.0,294.0,,e1 29,,0.9,,,F,2023,2023-05-09,10.1,,RL-982002AT70ZZZ02-WP0-1,,porsche,718 cayman gts,74281.0,2.1
132192065,DE,IP-0000968-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1949*08,G4Z,HF11,IAW200M0,BMW,Z4 SDRIVE 20I,M1,M1,1,1525.0,1604.0,,163.0,,,,petrol,M,1998.0,145.0,,e24 29 37,,2.08,,,F,2023,2023-09-11,7.2,,RL-0100799-WBA-1,,bmw,z4 sdrive 20i,36604.0,2.6
132192077,DE,IP-2020_2608-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1666*26,R1EC,T323T1,CZAA14AD,MERCEDES-BENZ,E 400 D 4MATIC,M1,M1,1,1965.0,2187.0,,192.0,,,,diesel,M,2925.0,243.0,,e1 29,,1.1,,,F,2023,2023-02-02,7.3,EURO 6(AP),,,mercedes benz,e 400 d 4matic,42526.0,2.7
132192087,DE,IP-0000533-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2064*07,F2GC,31AK,IAW500LS,BMW,220I,M1,M1,1,1505.0,1621.0,,144.0,,,,petrol,M,1998.0,131.0,,e24 28 29,,2.1,,,F,2023,2023-09-20,6.3,,,,bmw,220i,21916.0,2.6
132192089,DE,IP-MQB37_Z_A0_0714-WUA-1,VOLKSWAGEN,AUDI SPORT,AUDI SPORT GMBH,,E1*2007/46*2144*07,GY,LDNWCQ1,QD7AD7DL002RS011A194BIAEM1MLB0,AUDI,RS3 LIMOUSINE,M1,M1,1,1650.0,1758.0,,203.0,,,,petrol,M,2480.0,294.0,,,,,,,F,2023,2023-03-23,9.0,,RL-DQ500_7A_21_001-WUA-1,,audi,rs3 limousine,51766.0,2.0
132192106,DE,IP-MLB51AS_A0_0757-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2007/46*1914*21,GE,SBM1JAQ1,QE1QE1G1Z01RT31B210GAAEM0,AUDI,Q8 SPORTBACK 55 E-TRON,M1,M1,1,2585.0,2794.0,,0.0,,,,electric,E,,300.0,222.0,,,,,,F,2023,2023-10-11,,,RL-EQ400_1P_22_001-WAU,536.0,audi,q8 sportback 55 e tron,89275.0,2.6
132192279,DE,IP-MLB49_Z_A0_0727-WUA-1,VOLKSWAGEN,AUDI SPORT,AUDI SPORT GMBH,,E1*2001/116*0447*27,B8,A2DECAQ1,QA8QA8D5021RS031E20S54BIAEM2B0,AUDI,RS4 AVANT,M1,M1,1,1820.0,1978.0,,224.0,,,,petrol,M,2894.0,331.0,,,,,,,F,2023,2023-06-13,9.9,,RL-AL552_8Q_18_038-WAU-1,,audi,rs4 avant,62069.0,2.2
132192286,DE,IP-0022-JF1-1,SUBARU-SUZUKI-TOYOTA,SUBARU,SUBARU CORPORATION,,E13*2007/46*1648*12,G5,GX3,CIL,SUBARU,XV,M1,M1,1,1502.0,1608.0,,180.0,,,,petrol,M,1600.0,84.0,,,,,,,F,2023,2023-11-21,8.0,"Euro6d-ISC-FCM, AP",RL-0022-JF1-1,,subaru,xv,16559.0,2.8
132192328,DE,IP-2021_1405-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1912*19,F2CLA,3246T2,GZAA150A,MERCEDES-BENZ,CLA 250,M1,M1,1,1545.0,1692.0,,167.0,,,,petrol,M,1991.0,165.0,,e1 29,,1.2,,,F,2023,2023-06-01,7.3,EURO 6(AP),,,mercedes benz,cla 250,25913.0,2.7
132192369,DE,IP-0000543-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1824*14,F2X,YH11,IAW500LT,BMW,X2 SDRIVE 18I,M1,M1,1,1505.0,1604.0,,144.0,,,,petrol,M,1499.0,100.0,,e24 28 29,,2.1,,,F,2023,2023-05-09,6.3,,,,bmw,x2 sdrive 18i,32215.0,2.3
132192373,DE,IP-2020_2608-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1560*33,R1ES,U223T1,CZAA150B,MERCEDES-BENZ,E 400 D 4 MATIC,M1,M1,1,2015.0,2177.0,,190.0,,,,diesel,M,2925.0,243.0,,e1 29,,1.1,,,F,2023,2023-05-24,7.2,EURO 6(AP),,,mercedes benz,e 400 d 4 matic,42526.0,2.4
132192433,DE,IP-0000880-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*11,G3L,68FF,IAW507M0,BMW,330I,M1,M1,1,1600.0,1727.0,,156.0,,,,petrol,M,1998.0,180.0,,e24 29 37,,1.95,,,F,2023,2023-07-25,6.9,,RL-0100732-WBA-1,,bmw,330i,30316.0,2.3
132192445,DE,IP-0122-JT1-1,SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0454*01,"XPA1G(EU,M)",GXPA16(G),GXPA16L-AGFGZW(1B),TOYOTA,TOYOTA GR YARIS,M1,M1,1,1355.0,1454.0,,186.0,,,,petrol,M,1618.0,192.0,,e6 37,,1.0,,,F,2023,2023-04-27,8.2,,RL-0052-JT1-1,,toyota,toyota gr yaris,10838.0,2.6
132192452,DE,IP-MQB___Z_A0_0763-TRU-1,VOLKSWAGEN,AUDI HUNGARIA,AUDI HUNGARIA ZRT,,E1*2001/116*0369*49,8J,RDNNBF1,FD7FD7GC006RT11E20S24BIAEM1B0,AUDI,TT ROADSTER,M1,M1,1,1445.0,1527.0,,165.0,,,,petrol,M,1984.0,145.0,,,,,,,F,2023,2023-10-19,7.3,,RL-DQ381_7F_18_002-TRU-1,,audi,tt roadster,27626.0,2.9
132192493,DE,IP-2021_1409-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*17,F2B,OX46T2,JZAA150B,MERCEDES-BENZ,GLB 250,M1,M1,1,1615.0,1762.0,,185.0,,,,petrol,M,1991.0,165.0,,e1 29,,1.2,,,F,2023,2023-02-24,8.2,EURO 6(AP),,,mercedes benz,glb 250,24265.0,2.3
132192519,DE,IP-AP992002B00AT00-WP0-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*0992*14,992,KA12,3410000,PORSCHE,911 CARRERA,M1,M1,1,1650.0,1755.0,,238.0,,,,petrol,M,2981.0,283.0,,e1 29,,0.9,,,F,2023,2023-06-16,10.5,,RL-992002AT80ZZZ01-WP0-1,,porsche,911 carrera,108136.0,2.8
132192557,DE,IP-EA9YAII4S00AT00-WP1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*0900*14,9YA,SM22,1500101,PORSCHE,CAYENNE S,M1G,M1G,1,2235.0,2446.0,,290.0,,,,petrol,M,3996.0,349.0,,e1 29,,1.3,,,F,2023,2023-08-18,12.8,,RL-9YAII4AT80ZZZ01-WP1,,porsche,cayenne s,71309.0,2.4
132192576,DE,IP-0000900_U-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*10,G3K,71FY,EAW507M0,BMW,330I XDRIVE,M1,M1,1,1735.0,1945.0,,174.0,,,,petrol,M,1998.0,180.0,,e24 29 37,,1.95,,,F,2023,2023-10-16,7.7,,RL-0001068-WBA,,bmw,330i xdrive,30316.0,2.4
132192588,DE,IP-ZE1A1SDEB4A9_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN AUTOMOTIVE EUROPE,NISSAN AUTOMOTIVE EUROPE SAS,,E9*2007/46*6537*08,ZE1,A,A06,NISSAN,NISSAN LEAF 40 KWH,M1,M1,1,1580.0,1688.0,,0.0,,,,electric,E,,110.0,167.0,,,,,,F,2023,2023-03-27,,AX,RL-ZE1ASDA94_0000-JN1-1,278.0,nissan,nissan leaf 40 kwh,15961.0,2.6
132192603,DE,IP-0001014-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*15,FMX,21BS,IAW50000,MINI,COUNTRYMAN COOPER SE ALL4,M1,M1,1,1790.0,1952.0,,43.0,,,,petrol/electric,P,1499.0,92.0,156.0,,,,,,F,2023,2023-09-13,1.9,,RL-0100798-WBA-1,50.0,mini,countryman cooper se all4,19494.0,2.3
132192639,DE,IP-2023_4002-W1K,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2018/858*00036*05,E2EQEW,51EKBB,ZZAM050A,MERCEDES-BENZ,AMG EQE 43 4MATIC,M1,M1,1,2535.0,2701.0,,0.0,,,,electric,E,,350.0,210.0,,,,,,F,2023,2023-08-28,,AX,,494.0,mercedes benz,amg eqe 43 4matic,18990.0,2.4
132192677,DE,IP-0001071-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00154*03,G7L,21EJ,EAW50000,BMW,740D XDRIVE,M1,M1,1,2255.0,2371.0,,171.0,,,,diesel,H,2993.0,210.0,,e5 32 37,,2.39,,,F,2023,2023-10-16,6.5,,RL-0001092-WBA,,bmw,740d xdrive,28819.0,2.2
132192725,DE,IP-0000865-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1952*09,G7X,31EM,IAV700LA,BMW,X7 M60I XDRIVE,M1G,M1G,1,2675.0,2839.0,,277.0,,,,petrol,H,4395.0,390.0,,e5 37,,0.86,,,F,2023,2023-07-19,12.3,,RL-0100786-WBA-1,,bmw,x7 m60i xdrive,83877.0,3.2
132192763,DE,IP-0000965-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1949*08,G4Z,HF31,IAW200K0,BMW,Z4 SDRIVE 30I,M1,M1,1,1545.0,1599.0,,164.0,,,,petrol,M,1998.0,190.0,,e24 29 37,,2.1,,,F,2023,2023-09-28,7.3,,RL-0100801-WBA-1,,bmw,z4 sdrive 30i,36604.0,2.6
132192768,DE,IP-0000652-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*15,FMX,41BT,IAW500B0,MINI,COUNTRYMAN COOPER D,M1,M1,1,1585.0,1701.0,,136.0,,,,diesel,M,1995.0,110.0,,e24 28 29,,1.92,,,F,2023,2023-05-26,5.2,,RL-0100436-WBA-1,,mini,countryman cooper d,11736.0,2.4
132192771,DE,IP-AP992004B00AT00-WP0-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*0992*14,992,TA22,3410000,PORSCHE,911 TARGA 4,M1,M1,1,1740.0,1814.0,,239.0,,,,petrol,M,2981.0,283.0,,e1 29,,0.9,,,F,2023,2023-06-20,10.5,,RL-992004AT80ZZZ01-WP0-1,,porsche,911 targa 4,108136.0,2.7
132192820,DE,IP-2019_2404-WDB-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*22,F2B,OH1CT2,JZAA150A,MERCEDES-BENZ,GLA 200 D,M1,M1,1,1660.0,1774.0,,141.0,,,,diesel,M,1950.0,110.0,,e1 29,,1.0,,,F,2023,2023-11-27,5.4,EURO 6(AP),,,mercedes benz,gla 200 d,20391.0,2.6
132192829,DE,IP-0000384-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*15,FMX,51BR,IAW500BT,MINI,COUNTRYMAN COOPER S,M1,M1,1,1555.0,1677.0,,149.0,,,,petrol,M,1998.0,131.0,,e24 28 29,,2.1,,,F,2023,2023-11-07,6.6,,RL-0100214-WBA-1,,mini,countryman cooper s,12681.0,2.5
132192838,DE,IP-2022_0419-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2018/858*00213*02,R2EW,J05DTB,CZAL05GA,MERCEDES-BENZ,E 300 E 4MATIC,M1,M1,1,2265.0,2438.0,,15.0,,,,petrol/electric,P,1999.0,150.0,214.0,,,,,,F,2023,2023-12-28,0.7,EURO 6(AP),,108.0,mercedes benz,e 300 e 4matic,24891.0,2.8
