ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,ech,RLFI,Electric range (km),mk_norm,cn_norm,price,frontal_area_m2
123154944,AT,IP-0001014-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*15,FMX,21BS,IAW50000,MINI,MINI COOPER SE ALL4 COUNTRYMAN,M1,M1,1,1790.0,1946.0,,44.0,,,,petrol/electric,P,1499.0,92.0,157.0,,,,,,F,2023,2023-07-18,1.9,,,50.0,mini,mini cooper se all4 countryman,19494.0,3.0
123154958,AT,IP-V362_2021_00035-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E5*2007/46*1034*11,FAC,P0FB1DBX,S8WRASACCAVPCA,FORD,TOURNEO CUSTOM ACTIVE,M1,M1,1,2311.0,2637.0,,201.0,,,,diesel,H,1995.0,110.0,,e5 32,,1.1,,,F,2023,2023-01-03,7.7,715/2007*2018/1832AP,,,ford,tourneo custom active,29712.0,2.7
123155056,AT,IP-0000724-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2126*07,G3C,21AT,IAW400B0,BMW,430I CABRIO G23 B48,M1,M1,1,1790.0,1893.0,,163.0,,,,petrol,M,1998.0,180.0,,e24 29,,1.25,,,F,2023,2023-06-16,7.2,,,,bmw,430i cabrio g23 b48,31286.0,3.2
123155059,AT,IP-C519_2022_00007-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*1911*16,DEH,R0DB1PX,5APCENA5IBS,FORD,FOCUS TURNIER TITANIUM X,M1,M1,1,1440.0,1523.0,,120.0,,,,petrol,H,999.0,92.0,,e13 32 37,,2.3,,,F,2023,2023-05-17,5.3,715/2007*2018/1832AP,,,ford,focus turnier titanium x,12428.0,2.4
123155213,AT,IP-0000911-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1750*14,G5K,51BM,IAA50000,BMW,530I XDRIVE TOURING G31 B48,M1,M1,1,1865.0,2085.0,,172.0,,,,petrol,H,1998.0,180.0,,e24 32,,1.37,,,F,2023,2023-04-27,7.6,,,,bmw,530i xdrive touring g31 b48,31997.0,3.1
123155218,AT,IP-S550_2020_00014-1FA-1,FORD,FORD MOTOR COMPANY,FORD MOTOR COMPANY,,E13*2007/46*1551*18,LAE,WU802AX,4FEBLNAZYCA,FORD,MUSTANG MACH 1,M1,M1,1,1839.0,1926.0,,284.0,,,,petrol,M,5038.0,338.0,,e13 28,,0.9,,,F,2023,2023-02-28,12.4,715/2007*2018/1832AP,,,ford,mustang mach 1,43825.0,2.7
123155252,AT,IP-0000615-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1750*14,G5K,11CG,IAW500M0,BMW,530E TOURING G31 XB1,M1,M1,1,1975.0,2075.0,,36.0,,,,petrol/electric,P,1998.0,135.0,172.0,,,,,,F,2023,2023-02-28,1.6,,,56.0,bmw,530e touring g31 xb1,31997.0,2.4
123155319,AT,IP-0001108-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00316*01,G6L,71FJ,EAW50700,BMW,530E LIMOUSINE G60 XB1,M1,M1,1,2080.0,2230.0,,16.0,,,,petrol/electric,P,1998.0,140.0,212.0,,,,,,F,2023,2023-11-24,0.7,,,96.0,bmw,530e limousine g60 xb1,31997.0,2.5
123155428,AT,IP-0001078-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1918*16,G5X,21EV,EAE509MD,BMW,X5 XDRIVE40D G05 B57,M1G,M1G,1,2315.0,2551.0,,201.0,,,,diesel,H,2993.0,250.0,,e5 32 37,,2.27,,,F,2023,2023-11-02,7.7,,,,bmw,x5 xdrive40d g05 b57,40997.0,2.5
123155519,AT,IP-B479_2022_00001-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*3142*25,JHH,Y7JA1JX,5CDPPNBBLAA,FORD,FIESTA ACTIVE,M1,M1,1,1200.0,1280.0,,125.0,,,,petrol,M,998.0,74.0,,e9 29 37,,2.3,,,F,2023,2023-02-01,5.5,715/2007*2018/1832AP,,,ford,fiesta active,9864.0,2.7
123155652,AT,IP-U625_2019_00001-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*2217*06,WUJ,BQWA4YX,7ABAZNAPDAB,FORD,EXPLORER ST- LINE,M1,M1,1,2541.0,2694.0,,71.0,,,,petrol/electric,P,2956.0,267.0,220.0,,,,,,F,2023,2023-05-10,3.1,715/2007*2018/1832AP,,42.0,ford,explorer st line,66510.0,2.8
123155998,AT,IP-0000399-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1791*13,G6GT,JY41,IAA50000,BMW,630D XDRIVE GRAN TURISMO G32 B,M1,M1,1,2065.0,2293.0,,172.0,,,,diesel,H,2993.0,210.0,,e24 32,,1.22,,,F,2023,2023-02-01,6.6,,,,bmw,630d xdrive gran turismo g32 b,41710.0,2.4
123156024,AT,IP-0000996-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1949*08,G4Z,HF51,IAW200K0,BMW,Z4 M40I G29 B58,M1,M1,1,1640.0,1707.0,,184.0,,,,petrol,M,2998.0,250.0,,e24 29 37,,2.08,,,F,2023,2023-05-03,8.1,,,,bmw,z4 m40i g29 b58,51135.0,2.6
123156106,AT,IP-BX72_2021_00008-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*3165*11,J2K,BZJA12X,5CCHTNA5SBX,FORD,PUMA ST- LINE X,M1,M1,1,1280.0,1397.0,,133.0,,,,petrol,H,999.0,114.0,,e9 32 37,,2.1,,,F,2023,2023-05-24,5.9,715/2007*2018/1832AP,,,ford,puma st line x,23158.0,3.2
123156155,AT,IP-0000030-WBS-1,BMW,BMW GMBH,BMW M GMBH,,E1*2007/46*1988*06,F34XM,11EC,IAW5E0M0,BMW,X3 M F97 S58,M1,M1,1,2085.0,2185.0,,249.0,,,,petrol,M,2993.0,375.0,,e24 29 37,,2.03,,,F,2023,2023-06-07,10.9,,,,bmw,x3 m f97 s58,45256.0,3.1
123156200,AT,IP-0000873-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*12,G3L,28FU,IAA507M0,BMW,318D LIMOUSINE MX G20 B47,M1,M1,1,1660.0,1781.0,,130.0,,,,diesel,H,1995.0,110.0,,e24 32 37,,1.84,,,F,2023,2023-11-14,4.9,,,,bmw,318d limousine mx g20 b47,11500.0,2.7
123156228,AT,IP-0000899-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*09,G3K,61FY,IAW507M0,BMW,330I TOURING G21 B48,M1,M1,1,1675.0,1802.0,,155.0,,,,petrol,M,1998.0,180.0,,e24 29 37,,1.95,,,F,2023,2023-06-26,6.9,,,,bmw,330i touring g21 b48,30316.0,2.6
123156320,AT,IP-13_2020_515-JMZ-1,MAZDA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*2041*14,DM,6WH,ACW0CB,MAZDA,MAZDA CX-30/X186/AT/GT+,M1,M1,1,1530.0,1646.0,,138.0,,,,petrol,H,1998.0,137.0,,e13 37,,0.8,,,F,2023,2023-01-10,6.1,,,,mazda,mazda cx 30/x186/at/gt+,19233.0,2.6
123156894,AT,IP-0000874-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*12,G3L,18FU,IAA500K0,BMW,316D LIMOUSINE MX G20 B47,M1,M1,1,1660.0,1743.0,,129.0,,,,diesel,H,1995.0,90.0,,e24 32 37,,1.75,,,F,2023,2023-11-23,4.9,,,,bmw,316d limousine mx g20 b47,11731.0,2.8
123156924,AT,IP-0000369-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2126*06,G3C,11AR,IAA407B0,BMW,M440I XDRIVE COUPE G22 B58,M1,M1,1,1815.0,1942.0,,176.0,,,,petrol,H,2998.0,275.0,,e24 32,,1.37,,,F,2023,2023-02-23,7.7,,,,bmw,m440i xdrive coupe g22 b58,56411.0,2.3
123156985,AT,IP-0000706-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1797*15,G3X,21DP,IAV500L0,BMW,X3 XDRIVE20I G01 B48,M1G,M1G,1,1875.0,1969.0,,173.0,,,,petrol,H,1998.0,135.0,,e24 32 37,,2.18,,,F,2023,2023-10-04,7.6,,,,bmw,x3 xdrive20i g01 b48,28103.0,2.5
123157156,AT,IP-0000543-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1824*14,F2X,YH11,IAW500L0,BMW,X2 SDRIVE18I F39 B38,M1,M1,1,1505.0,1596.0,,144.0,,,,petrol,M,1499.0,100.0,,e24 28 29,,2.1,,,F,2023,2023-12-11,6.3,,,,bmw,x2 sdrive18i f39 b38,32215.0,2.1
123157236,AT,IP-0000816-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1906*07,G8C,FY41,IAW40000,BMW,M850I XDRIVE CABRIO G14 N63,M1,M1,1,2125.0,2268.0,,249.0,,,,petrol,M,4395.0,390.0,,e5 29,,1.1,,,F,2023,2023-10-05,10.9,,,,bmw,m850i xdrive cabrio g14 n63,99648.0,2.7
123157248,AT,IP-MQB37AZ_A2_0117-WVN-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2018/858*00270*04,SK,ACDTRCX1,L235AM6AM62Q032N2N4BI1AA50NA,FORD,GR TOURNEO CONNECT SPORT,M1,M1,1,1781.0,1942.0,,145.0,,,,diesel,M,1968.0,90.0,,e1 29,,1.02,,,F,2023,2023-10-31,5.5,715/2007*2018/1832AP,,,ford,gr tourneo connect sport,20552.0,2.8
123157556,AT,IP-0001086-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2020*09,G6X,41EX,EAE500MA,BMW,X6 M60I XDRIVE G06 S68,M1G,M1G,1,2390.0,2570.0,,262.0,,,,petrol,H,4395.0,390.0,,e5 32 37,,2.78,,,F,2023,2023-11-07,11.6,,,,bmw,x6 m60i xdrive g06 s68,47587.0,2.5
123157590,AT,IP-U625_2019_00001-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*2217*06,WUJ,BQWA4YX,7ABAZNAPDAB,FORD,EXPLORER PLATINUM,M1,M1,1,2541.0,2694.0,,71.0,,,,petrol/electric,P,2956.0,267.0,220.0,,,,,,F,2023,2023-04-25,3.1,715/2007*2018/1832AP,,42.0,ford,explorer platinum,66510.0,3.1
123157627,AT,IP-MLB58_Z_B0_0741-WUA-1,VOLKSWAGEN,AUDI SPORT,AUDI SPORT GMBH,,E1*2007/46*1840*13,F2,SDYGBQ1,QA8QA8D6012RS021E22S54BIBEM1H77FLB2,AUDI,RS 7 SPORTBACK,M1,M1,1,2150.0,2321.0,,283.0,,,,petrol,H,3996.0,441.0,,,,,,,F,2023,2023-03-20,12.4,,,,audi,rs 7 sportback,65945.0,2.2
123157760,AT,IP-C519_2022_00009-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*1911*15,DEH,M0DC1PX,5BSCFNA5KCS,FORD,FOCUS ACTIVE X,M1,M1,1,1451.0,1587.0,,126.0,,,,petrol,H,999.0,114.0,,e13 32 37,,2.0,,,F,2023,2023-01-11,5.6,715/2007*2018/1832AP,,,ford,focus active x,12428.0,2.2
123158141,AT,IP-13_2018_049-JMZ-1,MAZDA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*1803*15,KF,GW2,AEW0BB,MAZDA,MAZDA CX-5/CD184/AWD/AT/NEWGRO,M1,M1,1,1801.0,1902.0,,173.0,,,,diesel,M,2191.0,135.0,,e13 37,,0.8,,,F,2023,2023-07-21,6.6,,,,mazda,mazda cx 5/cd184/awd/at/newgro,14920.0,2.7
123158159,AT,IP-0000822-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00122*03,G4C,71AV,IAW500K0,BMW,430I XDRIVE G26 B48,M1,M1,1,1775.0,1910.0,,165.0,,,,petrol,M,1998.0,180.0,,e24 29 37,,2.1,,,F,2023,2023-03-30,7.2,,,,bmw,430i xdrive g26 b48,31286.0,2.9
123158185,AT,IP-0000680-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1918*14,G5X,TH41,IAE509BA,BMW,X5 XDRIVE40D G05 XD5,M1G,M1G,1,2275.0,2477.0,,189.0,,,,diesel,H,2993.0,250.0,,e5 32,,1.22,,,F,2023,2023-02-06,7.2,,,,bmw,x5 xdrive40d g05 xd5,40997.0,3.1
123158263,AT,IP-0000821-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00123*03,G2C,21CM,IAW407M0,BMW,230I COUPE G42 B48,M1,M1,1,1600.0,1767.0,,156.0,,,,petrol,M,1998.0,180.0,,e24 29 37,,2.09,,,F,2023,2023-10-02,6.9,,,,bmw,230i coupe g42 b48,28698.0,2.5
123158298,AT,IP-13_2020_509-JMZ-1,MAZDA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*2041*15,DM,FWH,ACW0CA,MAZDA,MAZDA CX-30/X186/AWD/AT/GT+,M1,M1,1,1546.0,1693.0,,148.0,,,,petrol,H,1998.0,137.0,,e13 37,,0.8,,,F,2023,2023-02-15,6.6,,,,mazda,mazda cx 30/x186/awd/at/gt+,19233.0,2.9
123158352,AT,IP-BX72_2022_00001-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*3165*14,J2K,YZJA12X,5FDPLNBBQDX,FORD,PUMA ST X,M1,M1,1,1363.0,1441.0,,152.0,,,,petrol,M,1496.0,147.0,,e9 29 37,,2.3,,,F,2023,2023-10-11,6.7,715/2007*2018/1832AP,,,ford,puma st x,23158.0,2.6
123158388,AT,IP-0000043-WBS-1,BMW,BMW GMBH,BMW M GMBH,,E1*KS18/858*00008*01,G34MKS,61AY,IAW509L0,BMW,M3 CS LIMOUSINE G80 S58,M1,M1,1,1840.0,1913.0,,232.0,,,,petrol,M,2993.0,405.0,,e24 29 37,,2.22,,,F,2023,2023-08-01,10.3,,,,bmw,m3 cs limousine g80 s58,78697.0,2.5
123158645,AT,IP-C519_2020_00012-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*1911*15,DEH,ZTDA1PX,5ZGACNAY8AS,FORD,FOCUS ST-LINE VIGNALE,M1,M1,1,1431.0,1567.0,,119.0,,,,diesel,M,1499.0,88.0,,e13 29 37,,2.1,,,F,2023,2023-01-30,4.5,715/2007*2018/1832AP,,,ford,focus st line vignale,12428.0,2.9
123158746,AT,IP-0000864-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1952*09,G7X,21EM,IAV709LB,BMW,X7 XDRIVE40I G07 B58,M1G,M1G,1,2490.0,2626.0,,221.0,,,,petrol,H,2998.0,280.0,,e5 37,,0.79,,,F,2023,2023-05-24,9.8,,,,bmw,x7 xdrive40i g07 b58,93820.0,2.8
123158856,AT,IP-0000445-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1688*16,G5L,51BL,IAA500L0,BMW,520D XDRIVE LIMOUSINE G30 B47,M1,M1,1,1810.0,1949.0,,137.0,,,,diesel,H,1995.0,140.0,,e24 32 37,,1.66,,,F,2023,2023-02-27,5.2,,,,bmw,520d xdrive limousine g30 b47,23567.0,2.1
123158889,AT,IP-0000794-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1678*15,FML2,71DH,IAW40000,MINI,JOHN COOPER WORKS F56 B48,M1,M1,1,1350.0,1470.0,,152.0,,,,petrol,M,1998.0,170.0,,e24 29 37,,2.12,,,F,2023,2023-07-13,6.7,,,,mini,john cooper works f56 b48,18357.0,3.0
123159077,AT,IP-C519_2020_00028-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*1911*16,DEH,N3DA1PX,54BBBNA2FDS,FORD,FOCUS TURNIER ST X,M1,M1,1,1571.0,1686.0,,182.0,,,,petrol,M,2261.0,206.0,,e13 37,,0.8,,,F,2023,2023-07-05,8.0,715/2007*2018/1832AP,,,ford,focus turnier st x,12428.0,3.0
123159186,AT,IP-0000896-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*09,G3K,81CE,IAA500K0,BMW,316D TOURING G21 B47,M1,M1,1,1735.0,1814.0,,134.0,,,,diesel,H,1995.0,90.0,,e24 32 37,,1.86,,,F,2023,2023-07-26,5.1,,,,bmw,316d touring g21 b47,11731.0,2.4
123159231,AT,IP-0000630-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1824*14,F2X,YK71,IAW500B0,BMW,X2 XDRIVE18D F39 B47,M1,M1,1,1680.0,1822.0,,146.0,,,,diesel,M,1995.0,110.0,,e24 29,,1.19,,,F,2023,2023-10-27,5.6,,,,bmw,x2 xdrive18d f39 b47,32215.0,2.7
123159262,AT,IP-0000508-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1750*14,G5K,51AJ,IAA50800,BMW,540D XDRIVE TOURING G31 B57,M1,M1,1,2000.0,2192.0,,160.0,,,,diesel,H,2993.0,250.0,,e24 32,,1.22,,,F,2023,2023-04-05,6.1,,,,bmw,540d xdrive touring g31 b57,42195.0,2.7
123159336,AT,IP-0000028-WBS-1,BMW,BMW GMBH,BMW M GMBH,,E1*2018/858*00003*06,G234M,41AZ,IAW40000,BMW,M4 COMPETITION M XDRIVE G82 S5,M1,M1,1,1850.0,1934.0,,229.0,,,,petrol,M,2993.0,375.0,,e24 29,,1.37,,,F,2023,2023-07-11,10.1,,,,bmw,m4 competition m xdrive g82 s5,73372.0,2.7
123159809,AT,IP-0000718-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00123*03,G2C,51CM,IAW408M0,BMW,M240I XDRIVE COUPE G42 B58,M1,M1,1,1765.0,1901.0,,198.0,,,,petrol,M,2998.0,275.0,,e24 29 37,,2.09,,,F,2023,2023-06-26,8.7,,,,bmw,m240i xdrive coupe g42 b58,44868.0,2.4
123160202,AT,IP-V362_2022_00003-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E5*2007/46*1034*11,FAC,BLFA1DBX,K8AGASABCBA8AA,FORD,TOURNEO CUSTOM SPORT,M1,M1,1,2539.0,2646.0,,230.0,,,,diesel,M,1995.0,125.0,,e5 29,,1.1,,,F,2023,2023-02-28,8.8,715/2007*2018/1832AP,,,ford,tourneo custom sport,29712.0,2.4
123160217,AT,IP-C482_2021_00004-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*2188*13,DFK,BGDA1FX,566DANA51AS,FORD,KUGA GRAPHITE TECH ED,M1,M1,1,1844.0,1943.0,,24.0,,,,petrol/electric,P,2488.0,112.0,149.0,,,,,,F,2023,2023-09-28,1.0,715/2007*2018/1832AP,,63.0,ford,kuga graphite tech ed,20889.0,2.6
123160238,AT,IP-0000495-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1688*16,G5L,51AH,IAA50000,BMW,540D XDRIVE LIMOUSINE G30 B57,M1,M1,1,1925.0,2072.0,,152.0,,,,diesel,H,2993.0,250.0,,e24 32,,1.22,,,F,2023,2023-03-30,5.8,,,,bmw,540d xdrive limousine g30 b57,42195.0,3.0
123160416,AT,IP-0000975-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00117*04,U2AT,71BX,IAH500L0,BMW,220I ACTIVE TOURER U06 B38,M1,M1,1,1595.0,1741.0,,134.0,,,,petrol,H,1499.0,115.0,,,,,,,F,2023,2023-07-21,5.9,,,,bmw,220i active tourer u06 b38,21916.0,2.8
123160555,AT,IP-0000777-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1797*15,G3X,21DN,IAV500M0,BMW,X3 M40D G01 B57,M1G,M1G,1,2080.0,2196.0,,189.0,,,,diesel,H,2993.0,250.0,,e5 32 37,,1.89,,,F,2023,2023-06-19,7.2,,,,bmw,x3 m40d g01 b57,54628.0,2.5
123160853,AT,IP-0001029-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1918*15,G5X,31EU,IAE500MA,BMW,X5 M60I XDRIVE G05 S68,M1G,M1G,1,2420.0,2665.0,,268.0,,,,petrol,H,4395.0,390.0,,e5 32 37,,2.78,,,F,2023,2023-07-13,11.9,,,,bmw,x5 m60i xdrive g05 s68,56942.0,2.8
123160889,AT,IP-0001009-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00154*02,G7L,21EJ,IAW50000,BMW,740D XDRIVE LIMOUSINE G70 B57,M1,M1,1,2255.0,2429.0,,164.0,,,,diesel,H,2993.0,210.0,,e5 37,,0.78,,,F,2023,2023-01-24,6.3,,,,bmw,740d xdrive limousine g70 b57,28819.0,2.0
123160901,AT,IP-0000887-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*12,G3L,18FS,IAW50000,BMW,320E LIMOUSINE MX G20 XB1,M1,M1,1,1845.0,1926.0,,30.0,,,,petrol/electric,P,1998.0,120.0,159.0,,,,,,F,2023,2023-12-28,1.3,,,62.0,bmw,320e limousine mx g20 xb1,17856.0,2.9
123161071,AT,IP-0000533-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2018*07,F1H,7K51,IAW500MG,BMW,120I 5-TÜRER F40 B48,M1,M1,1,1465.0,1609.0,,148.0,,,,petrol,M,1998.0,131.0,,e24 28 29,,2.1,,,F,2023,2023-05-15,6.5,,,,bmw,120i 5 türer f40 b48,16127.0,2.1
123161446,AT,IP-0001068-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00316*00,G6L,11FL,EAA500B0,BMW,520D LIMOUSINE G60 B47,M1,M1,1,1850.0,1973.0,,136.0,,,,diesel,H,1995.0,145.0,,e24 32,,0.94,,,F,2023,2023-11-28,5.2,,,,bmw,520d limousine g60 b47,23567.0,2.5
123161726,AT,IP-0000533_U-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2064*08,F2GC,31AK,EAW500LS,BMW,220I GRAN COUPE F44 B48,M1,M1,1,1505.0,1640.0,,145.0,,,,petrol,M,1998.0,131.0,,e24 29 37,,2.14,,,F,2023,2023-12-01,6.3,,,,bmw,220i gran coupe f44 b48,21916.0,2.3
123161771,AT,IP-0000789-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00123*03,G2C,11CN,IAA407B0,BMW,220D COUPE G42 B47,M1,M1,1,1655.0,1785.0,,126.0,,,,diesel,H,1995.0,140.0,,e24 32,,1.22,,,F,2023,2023-03-01,4.8,,,,bmw,220d coupe g42 b47,21916.0,2.2
123161860,AT,IP-MQB37AZ_A2_0114-WVN-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2018/858*00270*03,SK,ACDTREX0,L230FM6FM6C9008H2N4BI1AA50AA,FORD,GRTOURNEO CONNECT ACTIVE,M1,M1,1,1682.0,1846.0,,132.0,,,,diesel,M,1968.0,75.0,,e1 29,,1.02,,,F,2023,2023-03-30,5.0,715/2007*2018/1832AP,,,ford,grtourneo connect active,20552.0,2.9
123162043,AT,IP-0000571-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2126*08,G3C,41AS,IAA400B0,BMW,430D XDRIVE COUPE G22 B57,M1,M1,1,1855.0,1953.0,,143.0,,,,diesel,H,2993.0,210.0,,e5 32,,1.22,,,F,2023,2023-12-11,5.5,,,,bmw,430d xdrive coupe g22 b57,31286.0,2.5
123162139,AT,IP-0000885-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*11,G3L,38FS,IAW50700,BMW,330E XDRIVE LIMOUSINE MX G20 X,M1,M1,1,1900.0,2053.0,,39.0,,,,petrol/electric,P,1998.0,135.0,176.0,,,,,,F,2023,2023-03-30,1.7,,,56.0,bmw,330e xdrive limousine mx g20 x,30316.0,2.7
123162422,AT,IP-V362_2021_00009-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E5*2007/46*1034*11,FAC,BJFA1EBX,A9WRASCBCAUGBA,FORD,TRANSIT CUSTOM BASIS,M1,M1,1,2292.0,2562.0,,205.0,,,,diesel,M,1995.0,77.0,,e5 29,,1.1,,,F,2023,2023-06-05,7.8,715/2007*2018/1832AP,,,ford,transit custom basis,17235.0,2.6
123162714,AT,IP-V363_2021_00002-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E5*2007/46*1032*10,FAD,BKFC1ECX,W9WTAHACCAS8AB,FORD,TRANSIT TRAIL,M1,M1,1,2396.0,2765.0,,212.0,,,,diesel,H,1995.0,96.0,,e5 32,,1.1,,,F,2023,2023-03-24,8.1,715/2007*2018/1832AP,,,ford,transit trail,11651.0,2.7
123162916,AT,IP-0000706-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1881*11,G4X,11DT,IAV500L0,BMW,X4 XDRIVE20I G02 B48,M1G,M1G,1,1875.0,1953.0,,170.0,,,,petrol,H,1998.0,135.0,,e24 32 37,,2.12,,,F,2023,2023-04-18,7.5,,,,bmw,x4 xdrive20i g02 b48,38146.0,2.6
123162945,AT,IP-0000855-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2018*07,F1H,7L11,IAW500MG,BMW,M135I XDRIVE 5-TÜRER F40 B48,M1,M1,1,1600.0,1739.0,,173.0,,,,petrol,M,1998.0,225.0,,e24 29 37,,2.13,,,F,2023,2023-09-01,7.6,,,,bmw,m135i xdrive 5 türer f40 b48,33032.0,2.2
123162975,AT,IP-13_2020_506-JM4-1,MAZDA,MAZDA EUROPE,MAZDA MOTOR LOGISTICS EUROPE NV,,E13*2007/46*2249*11,BPE,6HG,AGW0CE,MAZDA,MAZDA3/G150/AT/COMFORT+/STYLE,M1,M1,1,1420.0,1516.0,,140.0,,,,petrol,H,1998.0,110.0,,e13 37,,0.7,,,F,2023,2023-04-05,6.1,,,,mazda,mazda3/g150/at/comfort+/style,11926.0,2.9
123163077,AT,IP-0000991-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00117*04,U2AT,11BX,IAW500L0,BMW,216I ACTIVE TOURER U06 B38,M1,M1,1,1545.0,1649.0,,141.0,,,,petrol,M,1499.0,90.0,,e24 29 37,,2.08,,,F,2023,2023-04-24,6.3,,,,bmw,216i active tourer u06 b38,13973.0,2.5
